scenario,policy,scenario_seed,requests,delivered,on_time,rejected,priority_requests,priority_on_time,unfinished,travel_ticks,distance,energy_used,energy_charged,delay,reward,on_time_rate,completion_rate,priority_service,distance_per_delivery,mean_delay,latency_median_ms
standard,ddqn_303,1000105,32,19,10,10,13,8,3,86,69,69,48,119,7.280000000000015,0.3125,0.59375,0.6153846153846154,3.6315789473684212,6.2631578947368425,0.12548449998917022
standard,ddqn_303,1000106,32,21,9,8,8,4,3,82,73,73,56,148,41.260000000000005,0.28125,0.65625,0.5,3.4761904761904763,7.0476190476190474,0.13336600002844534
standard,ddqn_303,1000107,34,19,9,11,6,2,4,78,72,72,42,87,-72.88,0.2647058823529412,0.5588235294117647,0.3333333333333333,3.789473684210526,4.578947368421052,0.12914949999753844
standard,ddqn_303,1000108,30,19,11,5,5,3,6,77,71,71,59,62,-3.160000000000011,0.36666666666666664,0.6333333333333333,0.6,3.736842105263158,3.263157894736842,0.12799799998219896
standard,ddqn_303,1000109,32,16,9,10,8,4,6,74,62,62,30,78,-118.74999999999996,0.28125,0.5,0.5,3.875,4.875,0.12710650000258283
standard,ddqn_303,1000110,19,16,11,0,5,4,3,83,78,78,50,12,132.75000000000003,0.5789473684210527,0.8421052631578947,0.8,4.875,0.75,0.11257500003125642
standard,ddqn_303,1000111,41,17,10,19,11,6,5,84,71,71,51,117,-228.54,0.24390243902439024,0.4146341463414634,0.5454545454545454,4.176470588235294,6.882352941176471,0.12968000001478686
standard,ddqn_303,1000112,35,17,8,12,8,2,6,88,68,68,36,88,-176.99000000000007,0.22857142857142856,0.4857142857142857,0.25,4.0,5.176470588235294,0.13085249997857318
standard,ddqn_303,1000113,33,24,11,6,6,3,3,84,75,75,42,80,123.82000000000002,0.3333333333333333,0.7272727272727273,0.5,3.125,3.3333333333333335,0.12171849999731421
standard,ddqn_303,1000114,36,17,6,13,13,3,6,87,71,71,43,123,-210.97,0.16666666666666666,0.4722222222222222,0.23076923076923078,4.176470588235294,7.235294117647059,0.13554000000226551
standard,ddqn_303,1000115,38,24,14,11,12,8,3,83,75,75,45,115,40.500000000000014,0.3684210526315789,0.631578947368421,0.6666666666666666,3.125,4.791666666666667,0.12787850002382584
standard,ddqn_303,1000116,32,21,10,7,10,4,4,80,75,75,49,87,10.140000000000043,0.3125,0.65625,0.4,3.5714285714285716,4.142857142857143,0.13158899997733897
standard,ddqn_303,1000117,21,17,8,0,3,1,4,79,69,69,43,66,84.93,0.38095238095238093,0.8095238095238095,0.3333333333333333,4.0588235294117645,3.8823529411764706,0.11951500002282955
standard,ddqn_303,1000118,32,15,6,9,11,2,8,68,60,60,39,84,-215.85999999999996,0.1875,0.46875,0.18181818181818182,4.0,5.6,0.1297354999962863
standard,ddqn_303,1000119,34,24,11,6,4,1,4,79,71,71,42,84,32.869999999999926,0.3235294117647059,0.7058823529411765,0.25,2.9583333333333335,3.5,0.13332600002513573
standard,ddqn_303,1000120,23,21,10,1,4,1,1,84,68,68,39,122,142.89000000000001,0.43478260869565216,0.9130434782608695,0.25,3.238095238095238,5.809523809523809,0.1233309999975063
standard,ddqn_303,1000121,32,21,8,10,5,2,1,82,75,75,51,133,1.710000000000008,0.25,0.65625,0.4,3.5714285714285716,6.333333333333333,0.12647549999655894
standard,ddqn_303,1000122,33,21,12,8,8,3,4,80,63,63,34,86,33.59000000000003,0.36363636363636365,0.6363636363636364,0.375,3.0,4.095238095238095,0.12777749998349464
standard,ddqn_303,1000123,27,23,14,1,11,8,3,80,68,68,39,51,215.73999999999995,0.5185185185185185,0.8518518518518519,0.7272727272727273,2.9565217391304346,2.217391304347826,0.1235814999631657
standard,ddqn_303,1000124,36,18,13,12,10,6,6,82,72,72,47,56,-100.17999999999995,0.3611111111111111,0.5,0.6,4.0,3.111111111111111,0.12989100000027065
standard,ddqn_303,1000125,32,19,11,7,12,6,6,80,67,67,39,125,-52.96000000000003,0.34375,0.59375,0.5,3.526315789473684,6.578947368421052,0.13028149999172456
standard,ddqn_303,1000126,29,16,6,8,6,1,5,79,64,64,36,87,-117.03999999999999,0.20689655172413793,0.5517241379310345,0.16666666666666666,4.0,5.4375,0.1296254999942903
standard,ddqn_303,1000127,28,19,8,5,4,3,4,86,71,71,42,119,36.76999999999994,0.2857142857142857,0.6785714285714286,0.75,3.736842105263158,6.2631578947368425,0.13589549999437622
standard,ddqn_303,1000128,34,20,10,9,9,2,5,67,61,61,46,87,-20.239999999999966,0.29411764705882354,0.5882352941176471,0.2222222222222222,3.05,4.35,0.13165350000576836
standard,ddqn_303,1000129,20,19,13,0,4,3,1,81,69,69,42,35,169.27000000000004,0.65,0.95,0.75,3.6315789473684212,1.8421052631578947,0.11547950001045137
standard,ddqn_303,1000130,37,18,8,13,7,4,6,86,69,69,42,106,-128.57999999999998,0.21621621621621623,0.4864864864864865,0.5714285714285714,3.8333333333333335,5.888888888888889,0.131633999984615
standard,ddqn_303,1000131,30,20,13,5,10,6,5,85,67,67,34,47,60.84000000000004,0.43333333333333335,0.6666666666666666,0.6,3.35,2.35,0.12824800000998948
standard,ddqn_303,1000132,33,21,10,7,6,4,5,81,70,70,42,134,-15.72999999999994,0.30303030303030304,0.6363636363636364,0.6666666666666666,3.3333333333333335,6.380952380952381,0.12979599998175217
standard,ddqn_303,1000133,37,25,11,10,7,3,2,81,76,76,44,105,58.339999999999996,0.2972972972972973,0.6756756756756757,0.42857142857142855,3.04,4.2,0.12895499997966908
standard,ddqn_303,1000134,32,15,8,7,12,6,10,66,56,56,53,74,-144.37,0.25,0.46875,0.5,3.7333333333333334,4.933333333333334,0.13041649998513094
standard,ddqn_303,1000135,21,19,11,0,5,3,2,79,71,71,49,59,155.69,0.5238095238095238,0.9047619047619048,0.6,3.736842105263158,3.1052631578947367,0.11557950000451456
standard,ddqn_303,1000136,33,21,11,7,5,2,5,79,69,69,45,96,-31.19999999999998,0.3333333333333333,0.6363636363636364,0.4,3.2857142857142856,4.571428571428571,0.1292350000028364
standard,ddqn_303,1000137,30,26,12,3,7,6,1,85,76,76,48,112,211.52999999999994,0.4,0.8666666666666667,0.8571428571428571,2.923076923076923,4.3076923076923075,0.12719199997945907
standard,ddqn_303,1000138,35,19,10,10,4,0,6,82,72,72,45,69,-134.5,0.2857142857142857,0.5428571428571428,0.0,3.789473684210526,3.6315789473684212,0.1279675000205316
standard,ddqn_303,1000139,21,18,13,0,5,2,3,80,76,76,48,28,90.47999999999998,0.6190476190476191,0.8571428571428571,0.4,4.222222222222222,1.5555555555555556,0.11542449999524251
standard,ddqn_303,1000140,22,19,7,1,2,1,2,82,69,69,54,74,113.63999999999997,0.3181818181818182,0.8636363636363636,0.5,3.6315789473684212,3.8947368421052633,0.12549400000239075
standard,ddqn_303,1000141,32,18,8,8,10,3,6,78,68,68,42,91,-40.38000000000006,0.25,0.5625,0.3,3.7777777777777777,5.055555555555555,0.12946999999030595
standard,ddqn_303,1000142,33,18,11,8,2,0,7,70,60,60,30,57,-93.14999999999998,0.3333333333333333,0.5454545454545454,0.0,3.3333333333333335,3.1666666666666665,0.12836849998620892
standard,ddqn_303,1000143,30,21,7,9,10,2,0,83,67,67,39,139,-27.809999999999977,0.23333333333333334,0.7,0.2,3.1904761904761907,6.619047619047619,0.13115300001231844
standard,ddqn_303,1000144,34,16,8,11,9,5,7,78,58,58,44,80,-138.36,0.23529411764705882,0.47058823529411764,0.5555555555555556,3.625,5.0,0.1301515000022846
standard,ddqn_303,1000145,28,21,11,3,2,2,4,81,69,69,46,71,85.90999999999998,0.39285714285714285,0.75,1.0,3.2857142857142856,3.380952380952381,0.12502900000299633
standard,ddqn_303,1000146,30,20,6,6,11,5,4,86,75,75,42,143,66.32000000000005,0.2,0.6666666666666666,0.45454545454545453,3.75,7.15,0.12826849999214573
standard,ddqn_303,1000147,26,19,7,3,6,2,4,79,65,65,36,133,36.960000000000015,0.2692307692307692,0.7307692307692307,0.3333333333333333,3.4210526315789473,7.0,0.12662599999657687
standard,ddqn_303,1000148,37,21,11,11,5,2,5,80,72,72,39,45,-18.759999999999977,0.2972972972972973,0.5675675675675675,0.4,3.4285714285714284,2.142857142857143,0.12872950000542005
standard,ddqn_303,1000149,31,11,8,10,7,3,10,47,41,41,15,30,-295.35,0.25806451612903225,0.3548387096774194,0.42857142857142855,3.727272727272727,2.727272727272727,0.14631600001280276
demand_surge,nearest,1001000,38,24,15,12,14,9,2,83,74,74,51,95,54.01000000000004,0.39473684210526316,0.631578947368421,0.6428571428571429,3.0833333333333335,3.9583333333333335,0.006765999984281734
demand_surge,nearest,1001001,49,23,10,23,11,3,3,85,73,73,48,161,-212.27,0.20408163265306123,0.46938775510204084,0.2727272727272727,3.1739130434782608,7.0,0.006864999960498608
demand_surge,nearest,1001002,41,23,10,16,6,1,2,82,76,76,48,121,-49.72000000000004,0.24390243902439024,0.5609756097560976,0.16666666666666666,3.3043478260869565,5.260869565217392,0.0066650000007939525
demand_surge,nearest,1001003,46,23,13,20,13,6,3,85,69,69,42,132,-159.48000000000002,0.2826086956521739,0.5,0.46153846153846156,3.0,5.739130434782608,0.00664500001335
demand_surge,nearest,1001004,42,23,13,15,10,5,4,85,76,76,42,113,-72.32999999999998,0.30952380952380953,0.5476190476190477,0.5,3.3043478260869565,4.913043478260869,0.00672499999154752
demand_surge,nearest,1001005,45,21,7,19,11,2,5,85,69,69,42,141,-206.9800000000001,0.15555555555555556,0.4666666666666667,0.18181818181818182,3.2857142857142856,6.714285714285714,0.0067800000067563815
demand_surge,nearest,1001006,45,25,13,19,15,7,1,84,76,76,51,137,-55.23999999999999,0.28888888888888886,0.5555555555555556,0.4666666666666667,3.04,5.48,0.006710000008069983
demand_surge,nearest,1001007,50,23,11,25,12,3,2,82,73,73,54,130,-212.50999999999988,0.22,0.46,0.25,3.1739130434782608,5.6521739130434785,0.0066049999816186755
demand_surge,nearest,1001008,43,25,12,15,11,8,3,86,74,74,51,121,10.910000000000004,0.27906976744186046,0.5813953488372093,0.7272727272727273,2.96,4.84,0.006570000010697186
demand_surge,nearest,1001009,38,23,10,11,7,3,4,83,77,77,51,157,-62.14000000000004,0.2631578947368421,0.6052631578947368,0.42857142857142855,3.347826086956522,6.826086956521739,0.006600000034495679
demand_surge,nearest,1001010,44,24,11,18,11,4,2,84,76,76,51,169,-62.34000000000001,0.25,0.5454545454545454,0.36363636363636365,3.1666666666666665,7.041666666666667,0.007360999973116122
demand_surge,nearest,1001011,35,22,11,10,9,6,3,85,75,75,45,149,32.94999999999998,0.3142857142857143,0.6285714285714286,0.6666666666666666,3.409090909090909,6.7727272727272725,0.006660000025249246
demand_surge,nearest,1001012,52,23,11,25,7,4,4,82,73,73,54,126,-197.80999999999995,0.21153846153846154,0.4423076923076923,0.5714285714285714,3.1739130434782608,5.478260869565218,0.006909999996196348
demand_surge,nearest,1001013,46,24,10,18,11,5,4,84,73,73,54,110,-99.65999999999995,0.21739130434782608,0.5217391304347826,0.45454545454545453,3.0416666666666665,4.583333333333333,0.006670000004760368
demand_surge,nearest,1001014,37,18,12,14,8,3,5,82,70,70,48,28,-98.66999999999999,0.32432432432432434,0.4864864864864865,0.375,3.888888888888889,1.5555555555555556,0.006654999992861121
demand_surge,nearest,1001015,29,21,12,5,7,7,3,85,71,71,48,114,99.53000000000003,0.41379310344827586,0.7241379310344828,1.0,3.380952380952381,5.428571428571429,0.009374499967407246
demand_surge,nearest,1001016,53,20,7,28,15,2,5,84,76,76,48,123,-364.52,0.1320754716981132,0.37735849056603776,0.13333333333333333,3.8,6.15,0.007035499976382198
demand_surge,nearest,1001017,46,20,8,21,11,3,5,85,76,76,54,151,-262.40999999999997,0.17391304347826086,0.43478260869565216,0.2727272727272727,3.8,7.55,0.006905500015363941
demand_surge,nearest,1001018,47,23,7,22,11,1,2,88,70,70,42,152,-128.47999999999996,0.14893617021276595,0.48936170212765956,0.09090909090909091,3.0434782608695654,6.608695652173913,0.006579999990208307
demand_surge,nearest,1001019,44,18,6,21,8,1,5,84,78,78,57,166,-259.1800000000001,0.13636363636363635,0.4090909090909091,0.125,4.333333333333333,9.222222222222221,0.006960500002151093
demand_surge,nearest,1001020,40,22,12,15,11,7,3,81,73,73,48,122,-60.06999999999999,0.3,0.55,0.6363636363636364,3.3181818181818183,5.545454545454546,0.006624999997484338
demand_surge,nearest,1001021,52,25,10,25,13,4,2,84,77,77,51,157,-197.68999999999994,0.19230769230769232,0.4807692307692308,0.3076923076923077,3.08,6.28,0.006569999982275476
demand_surge,nearest,1001022,49,24,10,23,10,5,2,87,77,77,45,205,-118.00000000000001,0.20408163265306123,0.4897959183673469,0.5,3.2083333333333335,8.541666666666666,0.006584999994174723
demand_surge,nearest,1001023,45,23,10,18,10,3,4,87,73,73,42,159,-143.17999999999995,0.2222222222222222,0.5111111111111111,0.3,3.1739130434782608,6.913043478260869,0.006685000016659615
demand_surge,nearest,1001024,42,21,9,17,9,5,4,85,72,72,51,137,-101.59,0.21428571428571427,0.5,0.5555555555555556,3.4285714285714284,6.523809523809524,0.006960500002151093
demand_surge,nearest,1001025,38,25,18,9,7,6,4,85,78,78,48,73,71.53,0.47368421052631576,0.6578947368421053,0.8571428571428571,3.12,2.92,0.006689999992204321
demand_surge,nearest,1001026,44,21,11,19,17,5,4,86,72,72,51,104,-153.08999999999992,0.25,0.4772727272727273,0.29411764705882354,3.4285714285714284,4.9523809523809526,0.006579999990208307
demand_surge,nearest,1001027,49,21,10,23,13,2,5,87,72,72,45,156,-311.45000000000005,0.20408163265306123,0.42857142857142855,0.15384615384615385,3.4285714285714284,7.428571428571429,0.006624999997484338
demand_surge,nearest,1001028,51,24,12,23,17,8,4,84,76,76,45,146,-201.99999999999991,0.23529411764705882,0.47058823529411764,0.47058823529411764,3.1666666666666665,6.083333333333333,0.006705000004103567
demand_surge,nearest,1001029,40,22,9,15,11,5,3,83,72,72,54,126,-64.41,0.225,0.55,0.45454545454545453,3.272727272727273,5.7272727272727275,0.0065499999948315235
demand_surge,nearest,1001030,36,21,8,11,7,4,4,84,75,75,54,135,-57.41000000000001,0.2222222222222222,0.5833333333333334,0.5714285714285714,3.5714285714285716,6.428571428571429,0.006630000001450753
demand_surge,nearest,1001031,34,22,11,9,11,6,3,87,72,72,42,141,32.36999999999998,0.3235294117647059,0.6470588235294118,0.5454545454545454,3.272727272727273,6.409090909090909,0.0068804999955318635
demand_surge,nearest,1001032,44,22,10,18,11,4,4,83,73,73,51,118,-89.23999999999997,0.22727272727272727,0.5,0.36363636363636365,3.3181818181818183,5.363636363636363,0.006615000017973216
demand_surge,nearest,1001033,40,20,9,16,11,6,4,84,75,75,54,148,-98.26000000000002,0.225,0.5,0.5454545454545454,3.75,7.4,0.006880000000819564
demand_surge,nearest,1001034,30,21,9,4,6,5,5,82,72,72,54,121,71.19000000000005,0.3,0.7,0.8333333333333334,3.4285714285714284,5.761904761904762,0.006824999957188993
demand_surge,nearest,1001035,50,22,9,24,13,5,4,85,73,73,51,168,-203.33999999999992,0.18,0.44,0.38461538461538464,3.3181818181818183,7.636363636363637,0.007020499992904661
demand_surge,nearest,1001036,34,22,9,8,9,4,4,83,75,75,45,121,-5.400000000000013,0.2647058823529412,0.6470588235294118,0.4444444444444444,3.409090909090909,5.5,0.006970500010083924
demand_surge,nearest,1001037,42,22,10,19,15,3,1,85,79,79,51,188,-200.83999999999992,0.23809523809523808,0.5238095238095238,0.2,3.590909090909091,8.545454545454545,0.006875499991565448
demand_surge,nearest,1001038,46,26,13,19,11,4,1,85,74,74,45,155,-65.74999999999999,0.2826086956521739,0.5652173913043478,0.36363636363636365,2.8461538461538463,5.961538461538462,0.0071105000074567215
demand_surge,nearest,1001039,44,26,10,17,15,3,1,83,77,77,51,140,-44.34,0.22727272727272727,0.5909090909090909,0.2,2.9615384615384617,5.384615384615385,0.006824999985610702
demand_surge,nearest,1001040,37,24,11,10,5,4,3,81,71,71,54,94,45.64000000000002,0.2972972972972973,0.6486486486486487,0.8,2.9583333333333335,3.9166666666666665,0.006740000003446767
demand_surge,nearest,1001041,38,20,9,13,6,2,5,87,73,73,42,92,-45.73000000000003,0.23684210526315788,0.5263157894736842,0.3333333333333333,3.65,4.6,0.006710000008069983
demand_surge,nearest,1001042,38,27,16,8,15,11,3,84,77,77,57,119,120.02,0.42105263157894735,0.7105263157894737,0.7333333333333333,2.8518518518518516,4.407407407407407,0.006761000008737028
demand_surge,nearest,1001043,33,21,7,9,5,1,3,84,76,76,54,140,-34.06000000000001,0.21212121212121213,0.6363636363636364,0.2,3.619047619047619,6.666666666666667,0.006820000010065996
demand_surge,nearest,1001044,50,20,9,25,10,2,5,89,72,72,45,120,-285.95,0.18,0.4,0.2,3.6,6.0,0.0069059999816545314
demand_surge,nearest,1001045,40,21,9,15,11,6,4,86,71,71,48,163,-119.57,0.225,0.525,0.5454545454545454,3.380952380952381,7.761904761904762,0.007155999981023342
demand_surge,nearest,1001046,32,21,12,6,6,3,5,87,72,72,48,73,38.62999999999995,0.375,0.65625,0.5,3.4285714285714284,3.4761904761904763,0.006920499998841478
demand_surge,nearest,1001047,44,24,9,19,7,1,1,81,77,77,54,166,-116.55999999999996,0.20454545454545456,0.5454545454545454,0.14285714285714285,3.2083333333333335,6.916666666666667,0.00676999999882355
demand_surge,nearest,1001048,53,23,13,28,13,7,2,80,75,75,51,144,-197.99000000000007,0.24528301886792453,0.4339622641509434,0.5384615384615384,3.260869565217391,6.260869565217392,0.007035999999516207
demand_surge,nearest,1001049,40,22,9,14,9,4,4,86,76,76,45,183,-72.1,0.225,0.55,0.4444444444444444,3.4545454545454546,8.318181818181818,0.006955000003472378
demand_surge,nearest,1001050,43,24,10,17,7,4,2,85,76,76,45,115,-56.79999999999998,0.23255813953488372,0.5581395348837209,0.5714285714285714,3.1666666666666665,4.791666666666667,0.006775499997502266
demand_surge,nearest,1001051,40,24,9,14,10,4,2,86,76,76,45,173,-11.750000000000002,0.225,0.6,0.4,3.1666666666666665,7.208333333333333,0.006900000016685226
demand_surge,nearest,1001052,50,21,10,24,13,5,5,87,76,76,48,176,-291.47,0.2,0.42,0.38461538461538464,3.619047619047619,8.380952380952381,0.007165500022665583
demand_surge,nearest,1001053,37,21,16,11,8,6,5,82,71,71,46,44,-8.83999999999999,0.43243243243243246,0.5675675675675675,0.75,3.380952380952381,2.0952380952380953,0.006750000011379598
demand_surge,nearest,1001054,41,22,11,16,11,3,3,86,72,72,51,122,-120.49,0.2682926829268293,0.5365853658536586,0.2727272727272727,3.272727272727273,5.545454545454546,0.006869999992886733
demand_surge,nearest,1001055,41,18,8,18,9,4,5,88,70,70,45,139,-203.04999999999995,0.1951219512195122,0.43902439024390244,0.4444444444444444,3.888888888888889,7.722222222222222,0.006900999977688116
demand_surge,nearest,1001056,58,21,7,32,15,3,5,87,72,72,45,182,-417.65000000000015,0.1206896551724138,0.3620689655172414,0.2,3.4285714285714284,8.666666666666666,0.006910499990908647
demand_surge,nearest,1001057,44,22,9,18,14,4,4,84,75,75,48,161,-139.76999999999998,0.20454545454545456,0.5,0.2857142857142857,3.409090909090909,7.318181818181818,0.006870500016020742
demand_surge,nearest,1001058,48,23,12,21,13,5,4,86,73,73,48,131,-204.96999999999997,0.25,0.4791666666666667,0.38461538461538464,3.1739130434782608,5.695652173913044,0.006670000004760368
demand_surge,nearest,1001059,60,21,7,35,14,5,4,83,71,71,54,175,-395.26,0.11666666666666667,0.35,0.35714285714285715,3.380952380952381,8.333333333333334,0.0068804999955318635
demand_surge,nearest,1001060,45,21,8,20,11,4,4,83,72,72,42,148,-143.53000000000003,0.17777777777777778,0.4666666666666667,0.36363636363636365,3.4285714285714284,7.0476190476190474,0.006839999997509949
demand_surge,nearest,1001061,51,21,7,26,15,6,4,82,77,77,54,170,-236.10999999999996,0.13725490196078433,0.4117647058823529,0.4,3.6666666666666665,8.095238095238095,0.007356500020705425
demand_surge,nearest,1001062,38,22,10,12,7,4,4,84,75,75,45,136,-53.80000000000002,0.2631578947368421,0.5789473684210527,0.5714285714285714,3.409090909090909,6.181818181818182,0.007205999992265788
demand_surge,nearest,1001063,44,19,7,21,8,0,4,86,74,74,48,136,-242.97000000000006,0.1590909090909091,0.4318181818181818,0.0,3.8947368421052633,7.157894736842105,0.006695000024592446
demand_surge,nearest,1001064,44,25,11,16,10,5,3,87,75,75,45,171,-64.94999999999997,0.25,0.5681818181818182,0.5,3.0,6.84,0.006839999997509949
demand_surge,nearest,1001065,44,22,11,18,9,4,4,85,74,74,51,160,-139.54000000000002,0.25,0.5,0.4444444444444444,3.3636363636363638,7.2727272727272725,0.006956000021318687
demand_surge,nearest,1001066,42,17,8,19,14,5,6,85,75,75,60,140,-260.45000000000005,0.19047619047619047,0.40476190476190477,0.35714285714285715,4.411764705882353,8.235294117647058,0.006870000021308442
